Dti,Cscore_b,Curr_rte,Act_upb,Next_stat,UMP,yqtr,QGT_UMP,QDT_UMP,AG_UMP,lagging_UMP,QGT_GDP,QRT_GDP,AG_GDP,GDP_Annual_Rate,Ggr,CLTV,HS,PPI,Permits,Orig_chn,Orig_rt,Orig_trm,Num_bo
30,666,4.375,92604.06,DEL,7.5,2013Q1,-0.00858,-0.06667,-6.45%,-0.233333333,0.00882,1.00886,1.57%,3.59%,0.0087789975,49.702153021,953.33,203.60,952.00,R,4.375,120,2
30,666,4.375,89680.58,DEL,7.5,2013Q2,-0.02620,-0.20000,-8.13%,-0.066666667,0.00123,1.00123,1.26%,0.49%,0.001232444,46.808649569,868.00,203.97,985.67,R,4.375,120,2
30,666,4.375,86725,DEL,7.2,2013Q3,-0.04064,-0.30000,-9.96%,-0.2,0.00780,1.00783,1.92%,3.17%,0.0077732548,44.112554899,882.33,204.17,988.33,R,4.375,120,2
30,666,4.375,83736.98,CUR,6.7,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,41.862514707,"1,009.00",201.90,"1,026.00",R,4.375,120,2
30,666,4.375,77662.17,DEL,6.1,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,38.099495927,987.00,208.20,"1,039.33",R,4.375,120,2
30,666,4.375,74574.65,DEL,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,36.176228029,"1,030.67",207.13,"1,066.67",R,4.375,120,2
30,666,4.375,71453.25,DEL,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,34.215763997,"1,049.33",200.43,"1,074.33",R,4.375,120,2
30,666,4.375,68297.59,CUR,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,32.362319402,977.00,191.53,"1,084.33",R,4.375,120,2
30,666,4.375,61881.95,DEL,5,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,28.649331985,"1,166.67",191.63,"1,149.00",R,4.375,120,2
30,666,4.375,58621.21,DEL,5,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,26.716939545,"1,125.33",185.57,"1,204.00",R,4.375,120,2
47,631,6.625,244984.04,DEL,4.4,2006Q4,-0.04412,-0.20000,-10.74%,0,0.00848,1.00852,2.59%,3.45%,0.0084466978,94.704760776,"1,570.00",164.13,"1,581.00",C,6.625,360,2
47,631,6.625,244533.6,CUR,4.4,2007Q1,0.01493,0.06667,-4.93%,-0.2,0.00235,1.00235,1.48%,0.95%,0.0023493984,94.525498565,"1,461.33",166.70,"1,606.67",C,6.625,360,2
47,631,6.625,215630.57,DEL,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,94.106937213,934.00,205.50,"1,027.33",C,6.625,360,2
47,631,6.625,214464.18,DEL,6.1,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,93.054203944,987.00,208.20,"1,039.33",C,6.625,360,2
47,631,6.625,213278.36,DEL,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,91.50616922,"1,030.67",207.13,"1,066.67",C,6.625,360,2
47,631,6.625,212072.79,DEL,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,89.817451429,"1,049.33",200.43,"1,074.33",C,6.625,360,2
47,631,6.625,210847.15,DEL,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,88.363624024,977.00,191.53,"1,084.33",C,6.625,360,2
47,631,6.625,210018.73,DEL,5.3,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,87.190006865,"1,158.00",193.03,"1,271.33",C,6.625,360,2
47,631,6.625,208758.87,DEL,5,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,85.480483525,"1,166.67",191.63,"1,149.00",C,6.625,360,2
47,631,6.625,207478.03,SDQ,5,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,83.632594184,"1,125.33",185.57,"1,204.00",C,6.625,360,2
44,619,6.5,316341.67,CUR,4.4,2007Q1,0.01493,0.06667,-4.93%,-0.2,0.00235,1.00235,1.48%,0.95%,0.0023493984,63.619053754,"1,461.33",166.70,"1,606.67",C,6.5,360,2
44,619,6.5,311421.23,DEL,5.6,2008Q2,0.06454,0.33333,18.52%,0.2,0.00515,1.00516,1.09%,2.08%,0.0051373424,69.888879041,"1,010.67",196.00,"1,061.00",C,6.5,360,2
44,619,6.5,310408.5,DEL,6.1,2008Q3,0.11778,0.66667,28.57%,0.3333333333,-0.00543,0.99459,0.00%,-2.15%,-0.005443022,71.707342612,862.33,200.47,858.67,C,6.5,360,2
44,619,6.5,310067.26,DEL,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,74.749668358,663.00,178.03,638.67,C,6.5,360,2
41,628,6.25,316489.61,SDQ,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,114.62830809,618.00,182.07,657.67,B,6.25,360,1
24,658,4.75,,CUR,7.8,2012Q3,-0.02053,-0.16667,-10.74%,-0.066666667,0.00135,1.00135,2.53%,0.54%,0.0013476634,78.458308842,780.33,202.40,873.00,C,4.75,360,1
25,646,5.25,67215.22,CUR,9.4,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,61.402461921,602.00,184.23,599.67,R,5.25,180,1
22,630,4.875,409446.39,CUR,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,75.472030623,663.00,178.03,638.67,R,4.875,360,1
22,630,4.875,388939.21,CUR,8.5,2011Q4,-0.04159,-0.36667,-9.12%,-0.066666667,0.01153,1.01159,1.61%,4.72%,0.0114599959,80.585506824,671.67,200.77,691.33,R,4.875,360,1
50,642,5.125,133519.11,DEL,8.6,2011Q4,-0.04159,-0.36667,-9.12%,-0.066666667,0.01153,1.01159,1.61%,4.72%,0.0114599959,63.379023181,671.67,200.77,691.33,C,5.125,180,2
50,642,5.125,133851.62,CUR,8.3,2012Q1,-0.04340,-0.36667,-8.49%,-0.366666667,0.00780,1.00783,2.65%,3.17%,0.0077690962,63.822591971,707.33,202.17,752.00,C,5.125,180,2
36,584,7.125,47938.46,CUR,9.6,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,47.960203768,602.00,184.23,599.67,R,7.125,360,1
36,584,7.125,47457.1,DEL,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,49.521498897,582.33,195.90,567.00,R,7.125,360,1
36,584,7.125,47290.87,CUR,9,2011Q2,0.00368,0.03333,-5.88%,-0.466666667,0.00712,1.00715,1.72%,2.89%,0.0070989775,49.508182009,574.33,203.70,611.67,R,7.125,360,1
30,580,5.75,18433.22,CUR,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,68.895123616,579.67,184.63,574.00,R,5.75,180,1
30,580,5.75,15757.45,CUR,9,2011Q3,-0.00738,-0.06667,-4.93%,0.0333333333,-0.00028,0.99972,0.95%,-0.11%,-0.000277864,60.841159704,619.33,203.83,626.00,R,5.75,180,1
58,590,6.75,139341.28,CUR,6.3,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,62.900934008,987.00,208.20,"1,039.33",C,6.75,360,2
44,661,4,51411.27,CUR,4.9,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,77.877783727,"1,163.00",185.37,"1,185.67",C,4,180,1
21,640,5,85810.94,CUR,6.1,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,60.97727635,987.00,208.20,"1,039.33",C,5,360,1
21,640,5,85052.76,DEL,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,58.994064652,"1,049.33",200.43,"1,074.33",C,5,360,1
21,640,5,84666.52,CUR,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,58.111438256,977.00,191.53,"1,084.33",C,5,360,1
36,640,6.125,313197.1,DEL,5.6,2008Q2,0.06454,0.33333,18.52%,0.2,0.00515,1.00516,1.09%,2.08%,0.0051373424,104.09183076,"1,010.67",196.00,"1,061.00",R,6.125,360,2
36,640,6.125,312209.52,DEL,6.1,2008Q3,0.11778,0.66667,28.57%,0.3333333333,-0.00543,0.99459,0.00%,-2.15%,-0.005443022,106.81081294,862.33,200.47,858.67,R,6.125,360,2
36,640,6.125,311206.74,SDQ,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,111.10699672,663.00,178.03,638.67,R,6.125,360,2
37,665,5.375,153263.99,CUR,7.7,2013Q1,-0.00858,-0.06667,-6.45%,-0.233333333,0.00882,1.00886,1.57%,3.59%,0.0087789975,75.91844942,953.33,203.60,952.00,B,5.375,360,1
47,655,6.375,282382.21,DEL,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,100.54642967,567.67,176.90,623.33,C,6.375,360,1
47,655,6.375,281261.92,CUR,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,101.87292283,618.00,182.07,657.67,C,6.375,360,1
47,655,3.625,279462.3,SDQ,9,2011Q2,0.00368,0.03333,-5.88%,-0.466666667,0.00712,1.00715,1.72%,2.89%,0.0070989775,105.36837445,574.33,203.70,611.67,C,6.375,360,1
34,645,5.25,110512.13,DEL,4.4,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,65.052806083,"1,172.00",193.13,"1,263.33",R,5.25,360,2
34,645,5.25,110038.85,DEL,4.4,2017Q3,-0.01538,-0.06667,-12.24%,-0.2,0.00788,1.00791,2.42%,3.20%,0.0078459297,63.778635644,"1,181.33",194.03,"1,277.00",R,5.25,360,2
34,645,5.25,109559.33,DEL,4.2,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,62.440556613,"1,251.67",195.70,"1,316.67",R,5.25,360,2
34,645,5.25,109073.5,DEL,4.1,2018Q1,-0.01626,-0.06667,-10.95%,-0.166666667,0.00630,1.00632,2.86%,2.55%,0.0062798788,61.106698186,"1,312.33",198.83,"1,370.67",R,5.25,360,2
34,645,5.25,108581.26,CUR,3.8,2018Q2,-0.03334,-0.13333,-9.92%,-0.066666667,0.00863,1.00867,3.20%,3.51%,0.0085966147,60.129732661,"1,264.33",202.57,"1,344.67",R,5.25,360,2
34,645,5.25,107065.27,DEL,3.8,2019Q1,0.01739,0.06667,-4.92%,0.0333333333,0.00762,1.00765,2.65%,3.10%,0.0075939592,57.769092161,"1,204.00",199.70,"1,316.00",R,5.25,360,2
34,645,5.25,106546.56,DEL,3.6,2019Q2,-0.06224,-0.23333,-7.63%,0.0666666667,0.00498,1.00500,2.28%,2.01%,0.0049721215,57.026142853,"1,256.67",201.37,"1,313.67",R,5.25,360,2
34,645,5.25,106021.01,DEL,3.7,2019Q3,0.00000,0.00000,-3.54%,-0.233333333,0.00520,1.00522,2.07%,2.10%,0.0051907023,56.336960026,"1,287.67",199.43,"1,424.67",R,5.25,360,2
34,645,5.25,105488.53,DEL,3.5,2019Q4,-0.02791,-0.10000,-7.02%,0,0.00526,1.00527,2.33%,2.13%,0.0052470168,55.40586655,"1,432.67",198.87,"1,490.00",R,5.25,360,2
35,666,4.875,137874.19,CUR,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,58.517215588,934.00,205.50,"1,027.33",C,4.875,360,1
35,666,4.875,123013.01,DEL,4.9,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,47.286288583,"1,163.00",185.37,"1,185.67",C,4.875,360,1
35,666,4.875,122254.72,DEL,5,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,46.281656985,"1,157.33",187.07,"1,226.00",C,4.875,360,1
35,666,4.875,121487.15,DEL,4.7,2016Q4,-0.02759,-0.13333,-5.30%,0,0.00501,1.00503,2.03%,2.03%,0.005002011,45.267510744,"1,246.00",187.07,"1,252.67",C,4.875,360,1
35,666,4.875,120710.18,DEL,4.4,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,44.409350828,"1,224.67",191.27,"1,281.33",C,4.875,360,1
35,666,4.875,120186.93,DEL,4.3,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,43.661131432,"1,172.00",193.13,"1,263.33",C,4.875,360,1
35,666,4.875,119394.06,CUR,4.2,2017Q3,-0.01538,-0.06667,-12.24%,-0.2,0.00788,1.00791,2.42%,3.20%,0.0078459297,42.645791573,"1,181.33",194.03,"1,277.00",C,4.875,360,1
31,663,6,61474.47,CUR,4.4,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,35.52472015,"1,172.00",193.13,"1,263.33",C,6,240,2
33,660,4.75,269020.55,CUR,3.7,2018Q3,-0.04330,-0.16667,-12.40%,-0.133333333,0.00721,1.00724,3.13%,2.93%,0.0071844879,64.376050523,"1,240.33",203.77,"1,293.00",C,4.75,360,1
44,652,4.875,104447.99,SDQ,8.3,2012Q1,-0.04340,-0.36667,-8.49%,-0.366666667,0.00780,1.00783,2.65%,3.17%,0.0077690962,64.771613642,707.33,202.17,752.00,C,4.875,180,2
36,645,6.375,142035.24,DEL,9.4,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,104.05970232,534.33,171.33,559.33,R,6.375,360,2
36,645,6.375,141602.09,CUR,9.6,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,103.33936255,588.33,173.87,606.67,R,6.375,360,2
36,645,6.375,140864.71,SDQ,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,104.66904924,618.00,182.07,657.67,R,6.375,360,2
39,590,6,184069.89,CUR,6.8,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,99.759758841,663.00,178.03,638.67,R,6,360,1
39,590,6,182922.71,DEL,9.4,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,104.80704435,534.33,171.33,559.33,R,6,360,1
39,590,6,182336.11,DEL,9.6,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,104.06511707,588.33,173.87,606.67,R,6,360,1
39,590,6,181940.14,CUR,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,103.93515469,567.67,176.90,623.33,R,6,360,1
39,590,6,185886.9,DEL,9.6,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,107.45774514,602.00,184.23,599.67,R,6,360,1
39,590,6,185228.12,SDQ,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,108.92366057,579.67,184.63,574.00,R,6,360,1
40,659,4.875,,CUR,7.8,2012Q3,-0.02053,-0.16667,-10.74%,-0.066666667,0.00135,1.00135,2.53%,0.54%,0.0013476634,77.899627733,780.33,202.40,873.00,C,4.875,360,1
40,633,6.375,115737.36,CUR,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,88.04247315,582.33,195.90,567.00,R,6.375,360,2
35,583,7.25,77767.41,DEL,4.8,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,55.443211656,"1,163.00",185.37,"1,185.67",C,7.25,360,1
35,583,7.25,77262.33,DEL,4.9,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,54.354458578,"1,157.33",187.07,"1,226.00",C,7.25,360,1
35,583,7.25,76748.04,DEL,4.7,2016Q4,-0.02759,-0.13333,-5.30%,0,0.00501,1.00503,2.03%,2.03%,0.005002011,53.135788906,"1,246.00",187.07,"1,252.67",C,7.25,360,1
35,583,7.25,76224.38,DEL,4.6,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,52.03250644,"1,224.67",191.27,"1,281.33",C,7.25,360,1
35,583,7.25,75691.16,CUR,4.4,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,51.04033373,"1,172.00",193.13,"1,263.33",C,7.25,360,1
35,604,5.75,394111.24,SDQ,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,68.338776875,582.33,195.90,567.00,R,5.75,360,2
32,663,5.75,110944.24,CUR,7.7,2013Q1,-0.00858,-0.06667,-6.45%,-0.233333333,0.00882,1.00886,1.57%,3.59%,0.0087789975,76.552618854,953.33,203.60,952.00,R,5.75,360,2
32,663,5.75,108218.93,CUR,6.1,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,66.787451348,"1,030.67",207.13,"1,066.67",R,5.75,360,2
32,663,5.75,106765.78,CUR,5.6,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,63.695529854,"1,158.00",193.03,"1,271.33",R,5.75,360,2
38,645,6.375,226220.49,DEL,9.5,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,90.73573658,534.33,171.33,559.33,R,6.375,360,1
41,645,3.25,103398.93,CUR,6.7,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,32.416221265,"1,009.00",201.90,"1,026.00",C,3.25,180,2
41,645,3.25,94110.36,CUR,5.3,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,27.702114475,"1,158.00",193.03,"1,271.33",C,3.25,180,2
50,640,6.375,65424.49,CUR,8.2,2012Q3,-0.02053,-0.16667,-10.74%,-0.066666667,0.00135,1.00135,2.53%,0.54%,0.0013476634,72.113153942,780.33,202.40,873.00,B,6.375,360,1
50,640,6.375,63656.78,DEL,6.2,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,60.824482166,987.00,208.20,"1,039.33",B,6.375,360,1
50,640,6.375,63387.81,CUR,6.2,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,60.140214536,"1,030.67",207.13,"1,066.67",B,6.375,360,1
44,666,5.875,190286.64,CUR,6.1,2008Q3,0.11778,0.66667,28.57%,0.3333333333,-0.00543,0.99459,0.00%,-2.15%,-0.005443022,80.154661609,862.33,200.47,858.67,C,5.875,360,2
32,628,6.375,323894.59,DEL,9.5,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,109.94588243,534.33,171.33,559.33,R,6.375,360,2
32,628,6.375,322865.45,CUR,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,109.64836873,588.33,173.87,606.67,R,6.375,360,2
32,628,6.375,310396.37,SDQ,8.2,2012Q2,-0.00810,-0.06667,-9.56%,-0.366666667,0.00429,1.00430,2.36%,1.73%,0.0042835871,110.64455272,739.33,201.80,774.00,R,6.375,360,2
43,627,4.25,166355.49,CUR,5.8,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,50.957062366,"1,049.33",200.43,"1,074.33",C,4.25,360,1
43,627,4.25,164807.95,DEL,5.6,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,49.428868383,"1,158.00",193.03,"1,271.33",C,4.25,360,1
43,627,4.25,164047.44,CUR,5.1,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,48.622711502,"1,166.67",191.63,"1,149.00",C,4.25,360,1
43,627,4.25,161716.94,DEL,4.8,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,46.189081372,"1,163.00",185.37,"1,185.67",C,4.25,360,1
43,627,4.25,160923.48,CUR,4.9,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,45.354444724,"1,157.33",187.07,"1,226.00",C,4.25,360,1
43,627,4.25,159310.36,DEL,4.6,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,43.567027574,"1,224.67",191.27,"1,281.33",C,4.25,360,1
43,627,4.25,158491.23,DEL,4.4,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,42.816054604,"1,172.00",193.13,"1,263.33",C,4.25,360,1
43,627,4.25,157574.38,DEL,4.4,2017Q3,-0.01538,-0.06667,-12.24%,-0.2,0.00788,1.00791,2.42%,3.20%,0.0078459297,41.9140969,"1,181.33",194.03,"1,277.00",C,4.25,360,1
43,627,4.25,156736.75,DEL,4.2,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,40.995251954,"1,251.67",195.70,"1,316.67",C,4.25,360,1
43,627,4.25,156173.37,SDQ,4.1,2018Q1,-0.01626,-0.06667,-10.95%,-0.166666667,0.00630,1.00632,2.86%,2.55%,0.0062798788,40.153358383,"1,312.33",198.83,"1,370.67",C,4.25,360,1
30,635,6.875,253916.62,DEL,8.2,2012Q2,-0.00810,-0.06667,-9.56%,-0.366666667,0.00429,1.00430,2.36%,1.73%,0.0042835871,85.736395913,739.33,201.80,774.00,R,6.875,360,2
30,635,6.875,253032.62,CUR,7.8,2012Q3,-0.02053,-0.16667,-10.74%,-0.066666667,0.00135,1.00135,2.53%,0.54%,0.0013476634,84.313347673,780.33,202.40,873.00,R,6.875,360,2
58,641,6.25,100785.19,DEL,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,99.077278789,567.67,176.90,623.33,R,6.25,360,1
58,641,6.25,100429.91,CUR,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,100.42895257,618.00,182.07,657.67,R,6.25,360,1
58,641,6.25,97561.32,PPY,8.3,2012Q1,-0.04340,-0.36667,-8.49%,-0.366666667,0.00780,1.00783,2.65%,3.17%,0.0077690962,104.06217695,707.33,202.17,752.00,R,6.25,360,1
31,636,5.125,135832.8,CUR,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,65.005798265,934.00,205.50,"1,027.33",C,5.125,360,1
31,636,5.125,134728.11,DEL,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,63.386669554,"1,030.67",207.13,"1,066.67",C,5.125,360,1
31,636,5.125,134165.07,CUR,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,62.309085004,"1,049.33",200.43,"1,074.33",C,5.125,360,1
31,636,5.125,130015.66,DEL,5,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,55.499068312,"1,157.33",187.07,"1,226.00",C,5.125,360,1
31,636,5.125,129391.99,CUR,4.7,2016Q4,-0.02759,-0.13333,-5.30%,0,0.00501,1.00503,2.03%,2.03%,0.005002011,54.363877502,"1,246.00",187.07,"1,252.67",C,5.125,360,1
31,636,5.125,128120.48,CUR,4.3,2017Q2,-0.04478,-0.20000,-10.88%,-0.2,0.00533,1.00534,2.16%,2.15%,0.0053155621,52.481116355,"1,172.00",193.13,"1,263.33",C,5.125,360,1
41,645,4.625,163299.3,CUR,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,61.656491086,"1,030.67",207.13,"1,066.67",C,4.625,360,2
41,645,4.625,147936.12,CUR,4.1,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,46.995974648,"1,251.67",195.70,"1,316.67",C,4.625,360,2
39,654,6.6,395204.98,DEL,9.9,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,82.620262902,602.00,184.23,599.67,R,6.6,360,1
39,654,6.6,394229.52,SDQ,9.4,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,83.220109859,579.67,184.63,574.00,R,6.6,360,1
44,623,5.75,178637.88,SDQ,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,111.53686492,618.00,182.07,657.67,B,5.75,360,2
36,660,6,161412.33,DEL,4.7,2007Q3,0.03637,0.16667,0.72%,0,0.00542,1.00543,2.22%,2.19%,0.0054033584,75.734764369,"1,289.00",173.67,"1,314.33",C,6,360,2
36,660,6,161047.02,CUR,5,2007Q4,0.02817,0.13333,8.27%,0.1666666667,0.00606,1.00608,1.97%,2.45%,0.0060416952,76.958934012,"1,166.00",177.43,"1,188.33",C,6,360,2
36,660,6,159164.82,CUR,6.1,2008Q3,0.11778,0.66667,28.57%,0.3333333333,-0.00543,0.99459,0.00%,-2.15%,-0.005443022,82.715773316,862.33,200.47,858.67,C,6,360,2
36,660,6,157388.67,CUR,9.5,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,88.542931907,534.33,171.33,559.33,C,6,360,2
36,660,6,156159.49,CUR,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,87.946442206,567.67,176.90,623.33,C,6,360,2
