Dti,Cscore_b,Curr_rte,Act_upb,Next_stat,UMP,yqtr,QGT_UMP,QDT_UMP,AG_UMP,lagging_UMP,QGT_GDP,QRT_GDP,AG_GDP,GDP_Annual_Rate,Ggr,CLTV,HS,PPI,Permits,Orig_chn,Orig_rt,Orig_trm,Num_bo
33,760,4.875,122207.11,CUR,4.1,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,50.175509023,"1,251.67",195.70,"1,316.67",C,4.875,360,1
33,760,4.875,119549.73,DEL,3.7,2018Q3,-0.04330,-0.16667,-12.40%,-0.133333333,0.00721,1.00724,3.13%,2.93%,0.0071844879,47.352615244,"1,240.33",203.77,"1,293.00",C,4.875,360,1
33,760,4.875,118532.22,CUR,3.9,2018Q4,0.00881,0.03333,-8.06%,-0.166666667,0.00271,1.00271,2.52%,1.09%,0.002705985,46.565276602,"1,176.00",202.63,"1,306.67",C,4.875,360,1
54,779,6.5,164002.79,DEL,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,105.05152869,579.67,184.63,574.00,C,6.5,360,1
31,814,3.875,355289.68,CUR,3.8,2018Q3,-0.04330,-0.16667,-12.40%,-0.133333333,0.00721,1.00724,3.13%,2.93%,0.0071844879,42.036761556,"1,240.33",203.77,"1,293.00",B,3.875,360,2
19,814,3.125,78584.74,CUR,6.1,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,32.102643189,"1,030.67",207.13,"1,066.67",R,3.125,180,2
40,784,4.875,327160.83,CUR,7.7,2013Q1,-0.00858,-0.06667,-6.45%,-0.233333333,0.00882,1.00886,1.57%,3.59%,0.0087789975,59.47646548,953.33,203.60,952.00,R,4.875,360,2
27,748,6.125,209938.99,DEL,9.5,2009Q2,0.11778,1.03333,74.38%,1.4,-0.00144,0.99856,-3.92%,-0.57%,-0.001441974,107.77856796,534.33,171.33,559.33,C,6.125,360,1
27,748,6.125,209456,SDQ,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,107.58146083,588.33,173.87,606.67,C,6.125,360,1
38,798,4.25,87999.34,CUR,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,50.551185667,977.00,191.53,"1,084.33",R,4.25,360,1
44,741,6.125,98210.73,CUR,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,96.018989371,588.33,173.87,606.67,R,6.125,360,1
44,741,6.125,97040.92,DEL,9.4,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,96.377346405,602.00,184.23,599.67,R,6.125,360,1
44,741,6.125,96672.96,DEL,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,97.827906659,579.67,184.63,574.00,R,6.125,360,1
44,741,6.125,96299.34,DEL,9.3,2010Q4,0.00351,0.03333,-4.36%,-0.166666667,0.00501,1.00502,2.57%,2.02%,0.0049939606,98.102868082,542.33,188.00,583.33,R,6.125,360,1
44,741,6.125,96047.08,DEL,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,99.29908188,582.33,195.90,567.00,R,6.125,360,1
36,744,4.25,490529.28,CUR,7.7,2013Q1,-0.00858,-0.06667,-6.45%,-0.233333333,0.00882,1.00886,1.57%,3.59%,0.0087789975,73.980545332,953.33,203.60,952.00,R,4.25,360,1
36,744,4.25,441645.5,CUR,4.6,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,52.512100148,"1,224.67",191.27,"1,281.33",R,4.25,360,1
40,679,5.25,191315.64,CUR,9,2011Q2,0.00368,0.03333,-5.88%,-0.466666667,0.00712,1.00715,1.72%,2.89%,0.0070989775,65.610868581,574.33,203.70,611.67,B,5.25,360,2
40,679,5.25,183660.39,DEL,7.2,2013Q3,-0.04064,-0.30000,-9.96%,-0.2,0.00780,1.00783,1.92%,3.17%,0.0077732548,56.132432966,882.33,204.17,988.33,B,5.25,360,2
40,679,5.25,182753.75,CUR,6.9,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,54.777436107,"1,009.00",201.90,"1,026.00",B,5.25,360,2
38,674,6.375,203788.93,SDQ,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,88.987562534,663.00,178.03,638.67,B,6.375,360,2
30,688,4.875,82599.45,CUR,3.7,2019Q2,-0.06224,-0.23333,-7.63%,0.0666666667,0.00498,1.00500,2.28%,2.01%,0.0049721215,42.603209506,"1,256.67",201.37,"1,313.67",R,4.875,240,2
28,693,6.25,221904.42,DEL,9.4,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,95.363581793,602.00,184.23,599.67,C,6.25,360,2
28,693,6.25,221010.53,DEL,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,96.775907521,579.67,184.63,574.00,C,6.25,360,2
28,693,6.25,220174.1,DEL,9.3,2010Q4,0.00351,0.03333,-4.36%,-0.166666667,0.00501,1.00502,2.57%,2.02%,0.0049939606,97.055726742,542.33,188.00,583.33,C,6.25,360,2
29,781,4.5,,CUR,8.2,2012Q2,-0.00810,-0.06667,-9.56%,-0.366666667,0.00429,1.00430,2.36%,1.73%,0.0042835871,60.055507101,739.33,201.80,774.00,R,4.5,360,2
55,711,7.375,,CUR,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,95.830962812,663.00,178.03,638.67,C,7.375,360,1
55,711,7.375,156752.21,DEL,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,98.669654898,588.33,173.87,606.67,C,7.375,360,1
55,711,7.375,156361.03,CUR,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,98.483300094,567.67,176.90,623.33,C,7.375,360,1
54,716,6.5,215142.53,SDQ,7.3,2008Q4,0.13492,0.86667,43.06%,0.6666666667,-0.02188,0.97836,-2.75%,-8.38%,-0.022116676,73.636593589,663.00,178.03,638.67,R,6.5,360,1
31,769,3.875,246498.98,CUR,6.9,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,68.134826366,"1,009.00",201.90,"1,026.00",C,3.875,360,1
25,798,4.875,387611.29,CUR,9.8,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,75.576504369,618.00,182.07,657.67,R,4.875,300,2
45,678,5.25,56923.7,CUR,3.8,2018Q2,-0.03334,-0.13333,-9.92%,-0.066666667,0.00863,1.00867,3.20%,3.51%,0.0085966147,38.98681381,"1,264.33",202.57,"1,344.67",R,5.25,360,1
32,737,6,206002.17,CUR,7.9,2012Q4,-0.02948,-0.23333,-9.65%,-0.166666667,0.00114,1.00114,1.47%,0.46%,0.0011374372,85.582975422,908.00,202.27,915.00,C,6,360,1
22,769,3.875,172329.31,CUR,5,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,54.203035829,"1,157.33",187.07,"1,226.00",C,3.875,360,1
21,762,3.625,178876.59,DEL,3.8,2019Q1,0.01739,0.06667,-4.92%,0.0333333333,0.00762,1.00765,2.65%,3.10%,0.0075939592,49.967541967,"1,204.00",199.70,"1,316.00",C,3.625,360,1
21,762,3.625,177373.73,CUR,3.7,2019Q2,-0.06224,-0.23333,-7.63%,0.0666666667,0.00498,1.00500,2.28%,2.01%,0.0049721215,49.20023962,"1,256.67",201.37,"1,313.67",C,3.625,360,1
42,784,3.875,125107.68,CUR,4.4,2017Q3,-0.01538,-0.06667,-12.24%,-0.2,0.00788,1.00791,2.42%,3.20%,0.0078459297,70.158327092,"1,181.33",194.03,"1,277.00",C,3.875,360,1
,684,6.375,240454.69,DEL,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,72.96301015,588.33,173.87,606.67,C,6.375,360,2
22,720,6.25,111969.87,DEL,3.8,2019Q1,0.01739,0.06667,-4.92%,0.0333333333,0.00762,1.00765,2.65%,3.10%,0.0075939592,32.434750527,"1,204.00",199.70,"1,316.00",C,6.25,360,2
22,720,6.25,110794.82,CUR,3.7,2019Q2,-0.06224,-0.23333,-7.63%,0.0666666667,0.00498,1.00500,2.28%,2.01%,0.0049721215,31.869282388,"1,256.67",201.37,"1,313.67",C,6.25,360,2
23,701,5.25,187573.5,CUR,8.6,2011Q4,-0.04159,-0.36667,-9.12%,-0.066666667,0.01153,1.01159,1.61%,4.72%,0.0114599959,99.072872822,671.67,200.77,691.33,R,5.25,360,2
15,718,4.25,98957.75,CUR,4.2,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,54.28008054,"1,251.67",195.70,"1,316.67",R,4.25,360,1
36,731,5.375,57280.72,DEL,5,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,51.424134764,"1,166.67",191.63,"1,149.00",C,5.375,360,2
36,731,5.375,57021.17,CUR,5,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,50.393679434,"1,125.33",185.57,"1,204.00",C,5.375,360,2
48,738,5,205789.23,CUR,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,52.294070708,934.00,205.50,"1,027.33",B,5,360,1
29,704,5.75,143753.71,SDQ,7.2,2013Q3,-0.04064,-0.30000,-9.96%,-0.2,0.00780,1.00783,1.92%,3.17%,0.0077732548,62.378854291,882.33,204.17,988.33,R,5.75,360,2
22,776,3.25,246448.15,CUR,4.7,2016Q4,-0.02759,-0.13333,-5.30%,0,0.00501,1.00503,2.03%,2.03%,0.005002011,68.605345489,"1,246.00",187.07,"1,252.67",R,3.25,360,1
22,776,3.25,237288.59,CUR,4,2018Q1,-0.01626,-0.06667,-10.95%,-0.166666667,0.00630,1.00632,2.86%,2.55%,0.0062798788,61.283238759,"1,312.33",198.83,"1,370.67",R,3.25,360,1
45,756,4.125,157715.29,DEL,5.3,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,57.483073143,"1,158.00",193.03,"1,271.33",C,4.125,360,1
45,756,4.125,156915.26,DEL,5,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,56.408520481,"1,166.67",191.63,"1,149.00",C,4.125,360,1
45,756,4.125,156377.31,DEL,5,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,55.339430583,"1,125.33",185.57,"1,204.00",C,4.125,360,1
60,784,6.375,372620.04,SDQ,9.9,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,113.92583701,618.00,182.07,657.67,C,6.375,360,1
35,705,4.5,334784.44,SDQ,9.4,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,77.453529511,602.00,184.23,599.67,C,4.5,180,1
31,757,7.125,57659.53,DEL,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,70.373279996,"1,030.67",207.13,"1,066.67",B,7.125,360,1
31,757,7.125,57391.47,DEL,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,69.144277011,"1,049.33",200.43,"1,074.33",B,7.125,360,1
31,757,7.125,57210.09,DEL,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,68.204264248,977.00,191.53,"1,084.33",B,7.125,360,1
31,757,7.125,56840.84,DEL,5.3,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,67.127779975,"1,158.00",193.03,"1,271.33",B,7.125,360,1
43,762,3.5,172596.11,DEL,4.9,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,74.975273479,"1,163.00",185.37,"1,185.67",C,3.5,360,1
43,762,3.5,171629.78,CUR,5,2016Q3,0.00000,0.00000,-3.92%,-0.033333333,0.00541,1.00542,1.56%,2.19%,0.0053936623,73.424125389,"1,157.33",187.07,"1,226.00",C,3.5,360,1
19,780,5.125,125860.29,CUR,8.2,2012Q1,-0.04340,-0.36667,-8.49%,-0.366666667,0.00780,1.00783,2.65%,3.17%,0.0077690962,77.613103746,707.33,202.17,752.00,R,5.125,360,1
40,780,4.25,130806.09,CUR,3.9,2018Q4,0.00881,0.03333,-8.06%,-0.166666667,0.00271,1.00271,2.52%,1.09%,0.002705985,46.572652691,"1,176.00",202.63,"1,306.67",C,4.25,360,1
47,725,4.875,213541.78,CUR,7.5,2013Q2,-0.02620,-0.20000,-8.13%,-0.066666667,0.00123,1.00123,1.26%,0.49%,0.001232444,72.047975606,868.00,203.97,985.67,B,4.875,360,1
47,725,4.875,211425.65,DEL,6.7,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,68.324571113,"1,009.00",201.90,"1,026.00",B,4.875,360,1
47,725,4.875,210378.36,SDQ,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,67.104565821,934.00,205.50,"1,027.33",B,4.875,360,1
56,715,6.75,222475.24,CUR,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,91.242501577,567.67,176.90,623.33,R,6.75,360,1
56,715,6.75,216483.92,SDQ,8.5,2011Q4,-0.04159,-0.36667,-9.12%,-0.066666667,0.01153,1.01159,1.61%,4.72%,0.0114599959,96.104132419,671.67,200.77,691.33,R,6.75,360,1
38,791,5.125,200429.82,PPY,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,74.953257764,934.00,205.50,"1,027.33",R,5.125,360,1
62,690,5,166310.5,DEL,9.8,2010Q4,0.00351,0.03333,-4.36%,-0.166666667,0.00501,1.00502,2.57%,2.02%,0.0049939606,96.368865493,542.33,188.00,583.33,C,5,180,1
62,690,5,163815.63,SDQ,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,96.152078524,582.33,195.90,567.00,C,5,180,1
42,780,3.5,558410.44,CUR,4.6,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,68.979707574,"1,224.67",191.27,"1,281.33",R,3.5,180,2
30,791,4.25,119055.17,CUR,7.5,2013Q2,-0.02620,-0.20000,-8.13%,-0.066666667,0.00123,1.00123,1.26%,0.49%,0.001232444,82.981003667,868.00,203.97,985.67,C,4.25,360,1
24,673,5.875,395266.25,CUR,9.8,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,74.173922922,588.33,173.87,606.67,R,5.875,360,2
47,703,5.875,222989.56,DEL,9,2011Q1,-0.05037,-0.46667,-8.14%,0.0333333333,-0.00241,0.99760,1.93%,-0.96%,-0.002410208,82.119768401,582.33,195.90,567.00,C,5.875,360,1
41,742,5.25,283936.19,CUR,9.1,2011Q2,0.00368,0.03333,-5.88%,-0.466666667,0.00712,1.00715,1.72%,2.89%,0.0070989775,82.562187282,574.33,203.70,611.67,C,5.25,360,1
39,700,5.875,273492.17,CUR,9.9,2009Q4,0.03067,0.30000,44.66%,0.3333333333,0.01092,1.01098,0.18%,4.47%,0.010864507,89.115531756,567.67,176.90,623.33,B,5.875,360,1
25,705,6.125,,CUR,8.3,2009Q1,0.18555,1.40000,65.33%,0.8666666667,-0.01129,0.98877,-3.29%,-4.42%,-0.011354426,84.433008932,525.67,169.53,538.67,C,6.125,360,2
28,797,4,102740.97,CUR,3.8,2019Q1,0.01739,0.06667,-4.92%,0.0333333333,0.00762,1.00765,2.65%,3.10%,0.0075939592,55.134916468,"1,204.00",199.70,"1,316.00",C,4,360,1
28,797,4,101385.65,DEL,3.7,2019Q3,0.00000,0.00000,-3.54%,-0.233333333,0.00520,1.00522,2.07%,2.10%,0.0051907023,53.581404618,"1,287.67",199.43,"1,424.67",C,4,360,1
28,797,4,100697.78,CUR,3.5,2019Q4,-0.02791,-0.10000,-7.02%,0,0.00526,1.00527,2.33%,2.13%,0.0052470168,52.602518831,"1,432.67",198.87,"1,490.00",C,4,360,1
19,813,4,126843.55,CUR,4.4,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,48.015178992,"1,224.67",191.27,"1,281.33",C,4,360,2
20,716,4.875,516400.5,CUR,5.4,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,38.004259657,977.00,191.53,"1,084.33",R,4.875,360,1
20,716,4.875,507335.6,CUR,5,2016Q1,-0.02007,-0.10000,-10.84%,-0.066666667,0.00502,1.00503,1.62%,2.03%,0.0050087034,35.580889413,"1,140.00",182.00,"1,157.33",R,4.875,360,1
26,805,4.125,392291.15,CUR,7.2,2013Q3,-0.04064,-0.30000,-9.96%,-0.2,0.00780,1.00783,1.92%,3.17%,0.0077732548,66.224371677,882.33,204.17,988.33,C,4.125,360,2
47,743,4.875,163099.61,CUR,6.1,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,47.470783452,"1,030.67",207.13,"1,066.67",R,4.875,360,1
47,743,4.875,154036.27,CUR,4.6,2017Q1,-0.04286,-0.20000,-7.43%,-0.133333333,0.00565,1.00567,2.10%,2.29%,0.0056359028,39.517832267,"1,224.67",191.27,"1,281.33",R,4.875,360,1
44,734,4.875,238110.56,CUR,9.1,2011Q2,0.00368,0.03333,-5.88%,-0.466666667,0.00712,1.00715,1.72%,2.89%,0.0070989775,76.600194149,574.33,203.70,611.67,R,4.875,360,1
24,692,3.875,149933.27,DEL,5.5,2015Q1,-0.02968,-0.16667,-17.00%,-0.366666667,0.00782,1.00785,3.98%,3.18%,0.0077870859,80.873023946,977.00,191.53,"1,084.33",C,3.875,180,1
24,692,3.875,147825.46,DEL,5.6,2015Q2,-0.01824,-0.10000,-12.37%,-0.166666667,0.00739,1.00741,3.35%,3.00%,0.0073590392,78.926207471,"1,158.00",193.03,"1,271.33",C,3.875,180,1
24,692,3.875,144391.9,DEL,5.1,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,76.187203515,"1,166.67",191.63,"1,149.00",C,3.875,180,1
24,692,3.875,142230.24,DEL,5.1,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,73.839228741,"1,125.33",185.57,"1,204.00",C,3.875,180,1
24,692,3.875,140047.56,CUR,4.9,2016Q1,-0.02007,-0.10000,-10.84%,-0.066666667,0.00502,1.00503,1.62%,2.03%,0.0050087034,71.912407804,"1,140.00",182.00,"1,157.33",C,3.875,180,1
41,790,4.75,215846.64,CUR,9.5,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,82.262504981,579.67,184.63,574.00,B,4.75,360,1
59,693,5.875,95497.61,CUR,5.1,2008Q1,0.04082,0.20000,11.11%,0.1333333333,-0.00576,0.99425,1.15%,-2.28%,-0.005780217,84.023904124,"1,064.00",183.87,"1,025.00",R,5.875,360,1
28,794,4.875,155179.38,CUR,6.3,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,57.57090273,987.00,208.20,"1,039.33",C,4.875,360,1
28,794,4.875,137753.01,CUR,3.6,2019Q2,-0.06224,-0.23333,-7.63%,0.0666666667,0.00498,1.00500,2.28%,2.01%,0.0049721215,40.083271935,"1,256.67",201.37,"1,313.67",C,4.875,360,1
47,673,6.5,171423.37,DEL,9.6,2009Q3,0.03521,0.33333,60.56%,1.0333333333,0.00363,1.00364,-3.05%,1.46%,0.0036279014,82.567547422,588.33,173.87,606.67,B,6.5,360,1
21,768,3,289367.74,SDQ,3.9,2018Q4,0.00881,0.03333,-8.06%,-0.166666667,0.00271,1.00271,2.52%,1.09%,0.002705985,55.103225371,"1,176.00",202.63,"1,306.67",C,3,360,1
41,784,4.375,160148.2,DEL,5,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,84.356275672,"1,125.33",185.57,"1,204.00",R,4.375,360,2
41,784,4.375,159654.91,DEL,5,2016Q1,-0.02007,-0.10000,-10.84%,-0.066666667,0.00502,1.00503,1.62%,2.03%,0.0050087034,83.321251733,"1,140.00",182.00,"1,157.33",R,4.375,360,2
20,775,3.875,,CUR,8.2,2012Q2,-0.00810,-0.06667,-9.56%,-0.366666667,0.00429,1.00430,2.36%,1.73%,0.0042835871,70.673246967,739.33,201.80,774.00,C,3.875,360,2
41,706,6.125,197612.18,SDQ,8.3,2009Q1,0.18555,1.40000,65.33%,0.8666666667,-0.01129,0.98877,-3.29%,-4.42%,-0.011354426,96.260167169,525.67,169.53,538.67,R,6.125,360,2
32,677,6,170228.91,DEL,9.8,2010Q4,0.00351,0.03333,-4.36%,-0.166666667,0.00501,1.00502,2.57%,2.02%,0.0049939606,79.993697003,542.33,188.00,583.33,R,6,240,2
63,672,6.25,197978.53,DEL,8.3,2009Q1,0.18555,1.40000,65.33%,0.8666666667,-0.01129,0.98877,-3.29%,-4.42%,-0.011354426,106.63634078,525.67,169.53,538.67,B,6.25,360,1
32,774,4.875,159284.26,CUR,6.7,2013Q4,-0.04236,-0.30000,-11.11%,-0.3,0.00795,1.00798,2.61%,3.23%,0.0079192739,64.038952108,"1,009.00",201.90,"1,026.00",C,4.875,360,2
32,736,4.5,246498.26,CUR,9.9,2010Q1,-0.01012,-0.10000,18.95%,0.3,0.00384,1.00385,1.71%,1.55%,0.0038330486,78.014217526,618.00,182.07,657.67,C,4.5,360,2
36,728,3.625,260532.74,CUR,3.7,2018Q4,0.00881,0.03333,-8.06%,-0.166666667,0.00271,1.00271,2.52%,1.09%,0.002705985,49.503169695,"1,176.00",202.63,"1,306.67",R,3.625,360,1
35,732,5,,CUR,5.1,2015Q4,-0.01316,-0.06667,-11.70%,-0.333333333,0.00033,1.00033,1.90%,0.13%,0.0003251492,68.548046673,"1,125.33",185.57,"1,204.00",C,5,360,2
57,695,6.5,312067.54,SDQ,5.4,2008Q2,0.06454,0.33333,18.52%,0.2,0.00515,1.00516,1.09%,2.08%,0.0051373424,100.06218757,"1,010.67",196.00,"1,061.00",C,6.5,360,1
,692,4.875,189053.07,CUR,7.2,2013Q3,-0.04064,-0.30000,-9.96%,-0.2,0.00780,1.00783,1.92%,3.17%,0.0077732548,58.28845797,882.33,204.17,988.33,C,4.875,360,1
,692,4.875,187589.26,DEL,6.7,2014Q1,-0.03922,-0.26667,-13.79%,-0.3,-0.00283,0.99717,1.43%,-1.13%,-0.002835067,56.108503272,934.00,205.50,"1,027.33",C,4.875,360,1
,692,4.875,186696.63,CUR,6.1,2014Q2,-0.07257,-0.46667,-17.70%,-0.266666667,0.01345,1.01354,2.67%,5.53%,0.0133560154,55.517143942,987.00,208.20,"1,039.33",C,4.875,360,1
,692,4.875,184836.54,PPY,5.6,2014Q4,-0.06234,-0.36667,-17.79%,-0.133333333,0.00561,1.00563,2.88%,2.27%,0.005596441,53.650406074,"1,049.33",200.43,"1,074.33",C,4.875,360,1
14,688,5.125,171479.23,CUR,6.1,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,59.810171779,"1,030.67",207.13,"1,066.67",R,5.125,360,1
31,681,5.875,64934.49,CUR,4.9,2016Q2,-0.00678,-0.03333,-9.82%,-0.1,0.00469,1.00470,1.34%,1.89%,0.0046814472,47.183546793,"1,163.00",185.37,"1,185.67",R,5.875,180,2
31,681,5.875,55574.06,DEL,4.2,2017Q3,-0.01538,-0.06667,-12.24%,-0.2,0.00788,1.00791,2.42%,3.20%,0.0078459297,37.522913468,"1,181.33",194.03,"1,277.00",R,5.875,180,2
31,681,5.875,54273.39,CUR,4.1,2017Q4,-0.03953,-0.16667,-13.29%,-0.066666667,0.00871,1.00875,2.80%,3.55%,0.0086727418,36.016609198,"1,251.67",195.70,"1,316.67",R,5.875,180,2
15,788,6.125,164051.72,CUR,9.4,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,74.014103884,602.00,184.23,599.67,R,6.125,360,1
41,762,3.75,296446.88,CUR,5.9,2014Q3,-0.02174,-0.13333,-16.13%,-0.466666667,0.01214,1.01221,3.12%,4.97%,0.012062053,80.098098908,"1,030.67",207.13,"1,066.67",C,3.75,360,1
47,747,4.5,70828.18,CUR,4.7,2016Q4,-0.02759,-0.13333,-5.30%,0,0.00501,1.00503,2.03%,2.03%,0.005002011,55.812026375,"1,246.00",187.07,"1,252.67",C,4.5,360,1
47,747,4.5,67736.82,CUR,3.7,2018Q3,-0.04330,-0.16667,-12.40%,-0.133333333,0.00721,1.00724,3.13%,2.93%,0.0071844879,48.514907512,"1,240.33",203.77,"1,293.00",C,4.5,360,1
54,712,5.875,278717.43,DEL,9.9,2010Q2,-0.02055,-0.20000,3.58%,-0.1,0.00918,1.00922,2.80%,3.74%,0.0091360461,84.034434475,602.00,184.23,599.67,C,5.875,360,2
54,712,5.875,277780.82,CUR,9.4,2010Q3,-0.01745,-0.16667,-1.73%,-0.2,0.00735,1.00737,3.18%,2.98%,0.0073181624,84.568842813,579.67,184.63,574.00,C,5.875,360,2
30,717,5.375,65394.42,CUR,4,2018Q2,-0.03334,-0.13333,-9.92%,-0.066666667,0.00863,1.00867,3.20%,3.51%,0.0085966147,33.139396721,"1,264.33",202.57,"1,344.67",R,5.375,360,2
41,758,4.875,530496.34,CUR,5,2015Q3,-0.06331,-0.33333,-15.93%,-0.1,0.00330,1.00331,2.44%,1.33%,0.003295669,70.884063208,"1,166.67",191.63,"1,149.00",C,4.875,360,2
44,713,5.5,291955.94,SDQ,8.2,2012Q1,-0.04340,-0.36667,-8.49%,-0.366666667,0.00780,1.00783,2.65%,3.17%,0.0077690962,66.255931071,707.33,202.17,752.00,B,5.5,360,1
22,795,3.5,179645.96,CUR,4.1,2018Q1,-0.01626,-0.06667,-10.95%,-0.166666667,0.00630,1.00632,2.86%,2.55%,0.0062798788,49.205390337,"1,312.33",198.83,"1,370.67",R,3.5,180,2
